page,box_number,stock_number,year,make,model,color,vin,price,vehicle_cost,trade_diff,buy_fee,lot_fee,added_costs,revenue,profit,total_cost,down_payment,net_financing,sale_date,dealer,commission
1,1,06-156-25,2023,Chevrolet,MALIBU,White,1G1ZD5STSPF170483,17320.0,17320.0,0.0,0.0,0.0,42.0,17320.0,-42.0,17362.0,17320.0,0.0,7/25/25,,0.0
1,2,06-126-25,2022,Chevrolet,MALIBU,Blue,1G1ZD5ST3NF193449,12100.0,12100.0,0.0,0.0,0.0,42.0,12100.0,-42.0,12142.0,12100.0,0.0,7/25/25,,0.0
1,3,06-262-25,2018,Ford,F150,Black,1FTEW1EG0JFA76272,23667.0,23667.0,0.0,0.0,0.0,40.0,23667.0,-40.0,23707.0,23667.0,0.0,7/25/25,,0.0
1,4,07-128-25,2019,Ford,F350,White,1FD8W3HT1KEC41617,33299.0,28191.74,0.0,0.0,199.0,2363.0,33299.0,2545.26,30753.74,33299.0,0.0,7/25/25,MANHEIM NASHVILLE,0.0
1,5,07-187-25,2015,GMC,YUKON,White,1GKS2CKJXFR187055,16000.0,12900.0,0.0,0.0,199.0,700.0,16000.0,2201.0,13799.0,16000.0,0.0,7/25/25,,0.0
1,6,07-013-25,2018,GMC,YUKON,White,1GKS1BKC7JR169734,24500.0,20225.0,0.0,0.0,199.0,2422.0,24500.0,1654.0,22846.0,24500.0,0.0,7/25/25,,0.0
2,1,07-301-25,2023,Mitsubishi,OUTLANDER,White,JA4T5UA91PZ046357,23000.0,21200.0,0.0,0.0,199.0,665.0,23000.0,936.0,22064.0,23000.0,0.0,7/25/25,,0.0
2,2,07-203-25,2021,Mercedes-Benz,GLA,Silver,W1N4NS5BB4MJ24054,26700.0,26000.0,0.0,0.0,199.0,388.0,26700.0,113.0,26587.0,26700.0,0.0,7/25/25,,0.0
2,3,07-265-25,2018,Nissan,ROGUE,White,KNMAT2MT5JP621920,6135.0,6135.0,0.0,0.0,0.0,50.0,6135.0,-50.0,6185.0,6135.0,0.0,7/25/25,,0.0
2,4,07-293-25,2018,Chevrolet,TRAX,White,KL7CJPSB9JB608961,3645.0,3645.0,0.0,0.0,0.0,,3645.0,150.0,3495.0,3645.0,0.0,7/25/25,,0.0
2,5,05-040-25,2013,Chevrolet,SILVERADO 1500,B,3GCPKTE77DG190168,17250.0,17915.0,0.0,0.0,199.0,1081.0,17250.0,-1945.0,19195.0,17250.0,0.0,7/25/25,,0.0
2,6,07-142-25,2023,Cadillac,XT4,Black,1GYFZCR40PF174269,23800.0,21220.0,0.0,0.0,199.0,1550.0,23800.0,831.0,22969.0,23800.0,0.0,7/26/25,,0.0
3,1,05-148-25,2023,Cadillac,ESCALADE,Black,1GYS4BKL6PR309147,62900.0,63009.0,0.0,0.0,199.0,3547.0,62900.0,-3855.0,66755.0,62900.0,0.0,7/26/25,,0.0
3,2,07-054-25,2022,Dodge,CHARGER,Red,2C3CDXBGXNH196816,20200.0,18320.0,0.0,0.0,199.0,1366.0,20200.0,315.0,19885.0,20200.0,0.0,7/26/25,,0.0
3,3,06-229-25,2019,Chevrolet,COLORADO,Black,1GCGTCEN8K1182698,21200.0,18885.0,0.0,0.0,199.0,2058.0,21200.0,58.0,21142.0,21200.0,0.0,7/26/25,,0.0
